"l_id","chain","category","company","brand","l_offer","l_alias_market","repeattrips","repeater","offerdate","quantity","offervalue","agg_qty","agg_amt","freq","l_alias_gender","age","state","__of_subscriber","avg___daily_calls_received","avg__duration__mins__per_call_received","avg____distinct_numbers_daily_calls_received_from","avg____distinct_numbers_weekly_calls_received_from","avg___daily_calls_made","avg___weekly_calls_made","avg__duration__mins__per_call_made","avg____distinct_numbers_daily_calls_made_to","avg____distinct_numbers_weekly_calls_made_to","__daily_messages_received","__weekly_messages_received","avg____distinct_numbers_daily_msgs_received_from","avg____distinct_numbers_weekly_msgs_received_from","__daily_messages_sent","__weekly_messages_sent","avg____distinct_numbers_daily_msgs_sent_to","avg____distinct_numbers_weekly_msgs_sent_to","repeat_flag"
"_2661579830","_42","_5558","_107120272","_5072","_1198275","_15","2","t","3/27/2013 0:00","1","1.5","4","51.460000000000001","3","M","36-45","NJ","459696","14493","10134","14836","44508","13278","92946","9813","8083","24249","15503","108521","7969","23907","15155","106085","5030","15090","1"
"_2670789637","_21","_6202","_1087744888","_64486","_1208501","_16","0","f","4/24/2013 0:00","1","1.5","1","3.9900000000000002","1","M","26-35","NY","500350","16188","11416","16402","49206","13929","97503","10716","8634","25902","16653","116571","8568","25704","16003","112021","5329","15987","0"
"_2679200937","_109","_3203","_106414464","_13474","_1197502","_25","0","f","4/4/2013 0:00","1","0.75","1","6.7000000000000002","1","F","26-35","WA","537174","16005","11076","15701","47103","13593","95151","10271","8578","25734","16461","115227","8389","25167","15834","110838","5191","15573","0"
"_2674960156","_206","_3203","_106414464","_13474","_1197502","_15","0","f","3/25/2013 0:00","1","0.75","1","2.9900000000000002","1","F","26-35","NJ","494996","14742","10104","14955","44865","12808","89656","9814","7684","23052","14969","104783","7723","23169","15597","109179","5062","15186","0"
"_2651413886","_40","_3203","_106414464","_13474","_1197502","_23","0","f","3/26/2013 0:00","1","0.75","2","39.979999999999997","1","F","16-25","UT","502082","15541","10688","15529","46587","13757","96299","10385","8102","24306","15911","111377","8126","24378","16462","115234","5336","16008","0"
"_2645583761","_46","_3203","_106414464","_13474","_1197502","_6","1","t","4/7/2013 0:00","1","0.75","2","6.8899999999999997","2","M","16-25","IL","506578","15371","10772","15351","46053","13208","92456","10327","8292","24876","15428","107996","8132","24396","16321","114247","5072","15216","1"
"_2664571178","_377","_9909","_1089520383","_28840","_1203052","_16","0","f","4/1/2013 0:00","1","1","4","7.0599999999999996","1","M","16-25","NY","520751","15341","10428","14886","44658","13170","92190","10089","8161","24483","15286","107002","8150","24450","15800","110600","5124","15372","0"
"_2677328351","_21","_2119","_108079383","_6926","_1208329","_22","0","f","4/22/2013 0:00","1","1","10","9.1500000000000004","1","M","36-45","TX","530746","15736","10862","15349","46047","13615","95305","10256","8314","24942","15694","109858","8159","24477","16770","117390","5207","15621","0"
"_2671703358","_285","_1703","_104460040","_7668","_1200579","_9","0","f","3/30/2013 0:00","1","1.5","1","3.9900000000000002","1","M","16-25","LA","504807","15249","10711","15423","46269","13183","92281","10503","8204","24612","15995","111965","8467","25401","16261","113827","4908","14724","0"
"_2631254269","_17","_2202","_104460040","_3718","_1208251","_20","0","f","4/28/2013 0:00","1","2","12","5.9500000000000002","1","M","26-35","PA","466593","14985","10342","15110","45330","13112","91784","10044","8053","24159","15802","110614","7971","23913","16029","112203","4983","14949","0"
"_2639159518","_70","_9909","_107127979","_6732","_1194044","_24","1","t","3/30/2013 0:00","1","1","12","21.48","2","M","36-45","VA","498980","14567","10287","14925","44775","12655","88585","9740","8012","24036","15464","108248","7933","23799","15413","107891","4909","14727","1"
"_2646820552","_70","_9909","_107127979","_6732","_1194044","_4","0","f","3/2/2013 0:00","1","1","4","10.58","1","F","26-35","FL","499908","15414","10939","15614","46842","13582","95074","10575","8093","24279","16099","112693","8343","25029","16170","113190","5098","15294","0"
"_2654960885","_285","_2119","_108079383","_6926","_1208329","_28","0","f","4/22/2013 0:00","1","1","1","4.1900000000000004","1","F","36-45","CO","502499","15906","11027","15722","47166","13813","96691","10269","8429","25287","16282","113974","8574","25722","16213","113491","5371","16113","0"
"_2670751112","_40","_3203","_106414464","_13474","_1197502","_14","0","f","3/29/2013 0:00","1","0.75","1","3.9900000000000002","1","M","36-45","NE","520383","15423","11157","15919","47757","13649","95543","10472","8291","24873","15797","110579","8280","24840","16308","114156","5235","15705","0"
"_2627031157","_206","_3203","_106414464","_13474","_1197502","_10","2","t","4/5/2013 0:00","1","0.75","22","107.68000000000001","3","M","26-35","MD","528964","14927","10624","15556","46668","13301","93107","10258","7968","23904","16054","112378","8272","24816","15885","111195","5271","15813","1"
"_2646779595","_101","_3203","_106414464","_13474","_1197502","_15","0","f","4/7/2013 0:00","1","0.75","2","20.48","1","M","36-45","NJ","459696","14493","10134","14836","44508","13278","92946","9813","8083","24249","15503","108521","7969","23907","15155","106085","5030","15090","0"
"_2626579666","_64","_9909","_107127979","_6732","_1194044","_32","1","t","3/5/2013 0:00","1","1","1","4.9900000000000002","2","M","16-25","ME","526421","15350","11064","15067","45201","13376","93632","10383","8255","24765","15339","107373","8270","24810","16061","112427","5276","15828","1"
"_2636684656","_18","_3203","_106414464","_13474","_1197502","_6","0","f","3/29/2013 0:00","1","0.75","8","37.119999999999997","1","M","26-35","IL","481503","14624","10680","14270","42810","12812","89684","10034","7962","23886","15199","106393","7992","23976","15602","109214","4953","14859","0"
"_2655370944","_40","_3203","_106414464","_13474","_1197502","_10","0","f","3/26/2013 0:00","1","0.75","2","11.69","1","M","36-45","MD","499632","15153","10380","15382","46146","12823","89761","9929","7882","23646","15708","109956","7766","23298","15362","107534","5060","15180","0"
"_2619377987","_46","_2202","_104460040","_3718","_1208251","_4","0","f","4/24/2013 0:00","1","2","1","2.9900000000000002","1","M","26-35","FL","516096","15861","10751","15756","47268","13270","92890","10341","8233","24699","16078","112546","8026","24078","16168","113176","5193","15579","0"
"_2629528353","_101","_2202","_104460040","_3718","_1208251","_21","1","t","4/28/2013 0:00","1","2","7","14.57","2","M","16-25","SC","509517","15915","11004","16249","48747","13618","95326","10644","8611","25833","16615","116305","8698","26094","15977","111839","5280","15840","1"
"_2639925288","_285","_2119","_108079383","_6926","_1208329","_29","1","t","4/25/2013 0:00","1","1","2","3.98","2","M","16-25","CT","580695","15533","10961","15605","46815","13940","97580","10707","8687","26061","16534","115738","8619","25857","16686","116802","5209","15627","1"
"_2655518043","_89","_2202","_104460040","_3718","_1208252","_6","0","f","4/26/2013 0:00","1","3","1","1","1","M","26-35","IL","481503","14624","10680","14270","42810","12812","89684","10034","7962","23886","15199","106393","7992","23976","15602","109214","4953","14859","0"
"_2661067917","_71","_9909","_107127979","_6732","_1194044","_25","1","t","3/3/2013 0:00","1","1","3","-2","2","F","16-25","WA","538145","16814","11581","16712","50136","14493","101451","11114","8822","26466","17179","120253","9044","27132","17032","119224","5540","16620","1"
"_2675039671","_3","_3203","_106414464","_13474","_1197502","_10","0","f","4/5/2013 0:00","1","0.75","1","0.5","1","F","26-35","MD","507069","15625","10750","15645","46935","13622","95354","10252","8290","24870","15528","108696","8447","25341","16235","113645","5242","15726","0"
"_2639255742","_191","_3203","_106414464","_13474","_1197502","_2","1","t","3/26/2013 0:00","1","0.75","5","14.949999999999999","2","F","36-45","AR","485421","15578","10963","15602","46806","13489","94423","10458","8238","24714","16087","112609","8276","24828","15871","111097","5077","15231","1"
"_2620652198","_68","_2119","_108079383","_6926","_1208329","_10","10","t","4/22/2013 0:00","1","1","8","39.530000000000001","11","M","36-45","MD","499632","15153","10380","15382","46146","12823","89761","9929","7882","23646","15708","109956","7766","23298","15362","107534","5060","15180","1"
"_2631168081","_214","_3203","_106414464","_13474","_1197502","_17","0","f","4/1/2013 0:00","1","0.75","7","6.3300000000000001","1","M","26-35","OH","542665","15277","11126","15035","45105","12878","90146","10059","8289","24867","16291","114037","8381","25143","15787","110509","5081","15243","0"
"_2640653538","_63","_2202","_104460040","_3718","_1208251","_31","0","f","4/29/2013 0:00","1","2","3","8.9700000000000006","1","M","36-45","IN","493779","15559","11490","16688","50064","14153","99071","11104","8633","25899","16889","118223","8640","25920","16734","117138","5659","16977","0"
"_2656140945","_400","_2202","_104460040","_3718","_1208251","_15","0","f","4/27/2013 0:00","1","2","2","-1.1000000000000001","1","M","26-35","NJ","511539","15938","11082","15538","46614","13931","97517","10644","8293","24879","16259","113813","8388","25164","15880","111160","5308","15924","0"
"_2661740991","_285","_5616","_104610040","_15889","_1204576","_16","0","f","4/5/2013 0:00","1","1","1","2.9900000000000002","1","M","26-35","NY","500350","16188","11416","16402","49206","13929","97503","10716","8634","25902","16653","116571","8568","25704","16003","112021","5329","15987","0"
"_2676117331","_166","_9909","_1089520383","_28840","_1203052","_16","1","t","4/2/2013 0:00","1","1","2","2","2","M","36-45","NY","541998","16106","11090","16126","48378","14068","98476","10435","8675","26025","16832","117824","8458","25374","16238","113666","5278","15834","1"
"_2640031101","_377","_9909","_1089520383","_28840","_1203052","_19","1","t","4/3/2013 0:00","1","1","2","4.8899999999999997","2","F","36-45","OK","512188","16047","10927","16242","48726","13605","95235","10072","8318","24954","16194","113358","8557","25671","16655","116585","5213","15639","1"
"_2680440508","_46","_5616","_104610040","_15889","_1204576","_21","0","f","4/23/2013 0:00","1","1","2","2.7799999999999998","1","F","26-35","SC","488453","14928","10678","15287","45861","13087","91609","10129","7983","23949","15698","109886","7901","23703","16084","112588","5138","15414","0"
"_2656275905","_377","_9909","_1089520383","_28840","_1203052","_27","0","f","4/5/2013 0:00","1","1","4","5.6600000000000001","1","M","26-35","AZ","519723","15140","10594","15506","46518","13170","92190","10232","8071","24213","16031","112217","8262","24786","15579","109053","5166","15498","0"
"_2649562275","_508","_3509","_103320030","_875","_1200988","_12","1","t","3/22/2013 0:00","1","2","1","4.75","2","F","26-35","MN","520502","14704","10113","14850","44550","12627","88389","9997","7784","23352","15348","107436","7760","23280","15464","108248","4788","14364","1"
"_2670826127","_101","_5619","_107717272","_102504","_1204821","_32","0","f","4/17/2013 0:00","1","1.5","3","15.470000000000001","1","M","36-45","ME","534090","16006","10844","15733","47199","13354","93478","10351","8374","25122","16268","113876","8280","24840","15949","111643","5232","15696","0"
"_2676914386","_507","_1726","_104460040","_7668","_1200581","_26","0","f","4/10/2013 0:00","1","1.25","5","30.850000000000001","1","F","36-45","WI","551175","16469","11616","15935","47805","14120","98840","10925","8452","25356","16648","116536","8653","25959","16242","113694","5414","16242","0"
"_2680116908","_16","_3203","_106414464","_13474","_1197502","_23","0","f","3/26/2013 0:00","1","0.75","10","35.509999999999998","1","M","16-25","UT","560327","16434","11554","16839","50517","14794","103558","11283","8908","26724","17103","119721","8794","26382","17283","120981","5351","16053","0"
"_2620534880","_21","_3203","_106414464","_13474","_1197502","_6","0","f","3/30/2013 0:00","1","0.75","1","25.199999999999999","1","F","36-45","IL","518627","15672","10966","15495","46485","13551","94857","10507","8450","25350","16159","113113","8328","24984","16234","113638","5216","15648","0"
"_2643168721","_96","_5616","_104610040","_15889","_1204576","_4","0","f","4/5/2013 0:00","1","1","4","6.2000000000000002","1","M","16-25","FL","570370","16291","11606","16681","50043","14074","98518","10945","9183","27549","17086","119602","8782","26346","16611","116277","5449","16347","0"
"_2650746097","_42","_2202","_104460040","_3718","_1208252","_16","1","t","4/26/2013 0:00","1","3","3","17.989999999999998","2","F","36-45","NY","499807","15418","10778","15151","45453","13090","91630","10251","8313","24939","15624","109368","7904","23712","15856","110992","5228","15684","1"
"_2658675191","_180","_5616","_104610040","_15889","_1204576","_31","1","t","4/8/2013 0:00","1","1","1","3.4900000000000002","2","M","36-45","IN","493779","15559","11490","16688","50064","14153","99071","11104","8633","25899","16889","118223","8640","25920","16734","117138","5659","16977","1"
"_2666858493","_376","_2119","_108079383","_6926","_1208329","_7","0","f","4/26/2013 0:00","1","1","2","3.2799999999999998","1","M","36-45","KS","529882","15734","10802","15689","47067","13347","93429","9997","8263","24789","15912","111384","8173","24519","16126","112882","5264","15792","0"
"_2635926178","_21","_2202","_104460040","_3718","_1208251","_6","1","t","4/27/2013 0:00","1","2","2","13.98","2","M","26-35","IL","481503","14624","10680","14270","42810","12812","89684","10034","7962","23886","15199","106393","7992","23976","15602","109214","4953","14859","1"
"_2672202163","_77","_2119","_108079383","_6926","_1208329","_22","1","t","4/25/2013 0:00","1","1","1","1.8899999999999999","2","M","36-45","TX","530746","15736","10862","15349","46047","13615","95305","10256","8314","24942","15694","109858","8159","24477","16770","117390","5207","15621","1"
"_2633696120","_360","_4401","_105100050","_13791","_1199258","_5","1","t","3/20/2013 0:00","1","2","2","5","2","M","16-25","IA","520152","15922","11033","15853","47559","14459","101213","10429","8526","25578","16127","112889","8338","25014","16550","115850","5291","15873","1"
"_2642538666","_285","_3509","_103320030","_875","_1200988","_31","0","f","3/15/2013 0:00","1","2","3","14.369999999999999","1","F","36-45","IN","490977","14698","10311","14635","43905","12933","90531","9844","7875","23625","15362","107534","7936","23808","15016","105112","5241","15723","0"
"_2660300682","_285","_2202","_104460040","_3718","_1208251","_3","1","t","4/24/2013 0:00","1","2","2","2","2","F","26-35","CA","543883","15543","10848","15273","45819","13499","94493","10531","8399","25197","16053","112371","8422","25266","16485","115395","5208","15624","1"
"_2626909077","_96","_5619","_107717272","_102504","_1204821","_9","0","f","4/19/2013 0:00","1","1.5","2","1.98","1","M","26-35","LA","497364","15735","11282","15813","47439","13534","94738","10787","8220","24660","16486","115402","8604","25812","16377","114639","5202","15606","0"
"_2637344713","_42","_2202","_104460040","_3718","_1208251","_27","0","f","4/23/2013 0:00","1","2","13","53.869999999999997","1","M","36-45","AZ","507350","15879","10851","15129","45387","13856","96992","10504","8431","25293","16248","113736","8473","25419","16707","116949","5201","15603","0"
"_2645310293","_21","_4401","_105100050","_13791","_1199258","_11","0","f","3/13/2013 0:00","1","2","10","24.899999999999999","1","F","36-45","MI","550245","15990","11317","15887","47661","13905","97335","10849","8611","25833","16973","118811","8662","25986","16856","117992","5247","15741","0"
"_2651425595","_85","_2202","_104460040","_3718","_1208251","_19","0","f","4/23/2013 0:00","1","2","9","35.909999999999997","1","M","26-35","OK","510791","15442","10893","14938","44814","13163","92141","9991","8351","25053","15780","110460","8235","24705","15748","110236","5236","15708","0"
"_2667322833","_21","_2202","_104460040","_3718","_1208251","_23","1","t","4/24/2013 0:00","1","2","3","8.1699999999999999","2","M","16-25","UT","560327","16434","11554","16839","50517","14794","103558","11283","8908","26724","17103","119721","8794","26382","17283","120981","5351","16053","1"
"_2623914682","_63","_3203","_106414464","_13474","_1197502","_21","1","t","3/29/2013 0:00","1","0.75","1","3.29","2","M","36-45","SC","554821","16439","11418","16811","50433","14724","103068","10867","8788","26364","16577","116039","8777","26331","16605","116235","5755","17265","1"
"_2643125309","_63","_3203","_106414464","_13474","_1197502","_17","0","f","4/24/2013 0:00","1","0.75","1","10.9","1","M","36-45","OH","519352","15604","10792","15510","46530","13551","94857","10593","8193","24579","16580","116060","8300","24900","16072","112504","5134","15402","0"
"_2667327014","_21","_6202","_1087744888","_64486","_1208501","_28","0","f","4/29/2013 0:00","1","1.5","5","17.550000000000001","1","F","26-35","CO","518335","15966","11044","15603","46809","13890","97230","10207","8448","25344","16766","117362","8443","25329","16608","116256","5347","16041","0"
"_2634135681","_285","_5558","_107120272","_5072","_1198275","_31","0","f","3/25/2013 0:00","1","1.5","1","2.5","1","M","16-25","IN","526930","14904","10257","14228","42684","12803","89621","9785","7776","23328","14894","104258","7857","23571","14623","102361","4775","14325","0"
"_2641816445","_68","_2119","_108079383","_6926","_1208329","_32","2","t","4/22/2013 0:00","1","1","5","18.149999999999999","3","M","16-25","ME","526421","15350","11064","15067","45201","13376","93632","10383","8255","24765","15339","107373","8270","24810","16061","112427","5276","15828","1"
"_2647569918","_360","_6202","_1087744888","_64486","_1208501","_3","5","t","4/26/2013 0:00","1","1.5","1","0.68999999999999995","6","F","16-25","CA","501278","15143","10637","15020","45060","13137","91959","10317","8103","24309","15687","109809","8097","24291","15533","108731","4969","14907","1"
"_2657111383","_96","_6202","_1087744888","_64486","_1208503","_3","0","f","4/25/2013 0:00","1","1.5","5","23.949999999999999","1","M","36-45","CA","544706","15392","10980","15292","45876","13273","92911","10489","8392","25176","15959","111713","8225","24675","15818","110726","5059","15177","0"
"_2663850146","_96","_3203","_106414464","_13474","_1197502","_18","0","f","3/25/2013 0:00","1","0.75","1","15.18","1","M","36-45","OH","517362","15509","10688","15852","47556","13380","93660","10153","8177","24531","15458","108206","8160","24480","15853","110971","5109","15327","0"
"_2632303150","_211","_3203","_106414464","_13474","_1197502","_28","1","t","3/27/2013 0:00","1","0.75","7","42.43","2","F","26-35","CO","518335","15966","11044","15603","46809","13890","97230","10207","8448","25344","16766","117362","8443","25329","16608","116256","5347","16041","1"
"_2649148181","_507","_3504","_104460040","_7668","_1200584","_19","0","f","4/3/2013 0:00","1","1.25","12","18","1","M","16-25","OK","540083","14979","10462","14994","44982","13056","91392","9722","7710","23130","15452","108164","7926","23778","15530","108710","4801","14403","0"
"_2631951088","_507","_1726","_104460040","_7668","_1200582","_23","1","t","4/13/2013 0:00","1","1.25","5","17.449999999999999","2","F","16-25","UT","502082","15541","10688","15529","46587","13757","96299","10385","8102","24306","15911","111377","8126","24378","16462","115234","5336","16008","1"
"_2641306598","_285","_5616","_104610040","_15889","_1204576","_21","4","t","4/7/2013 0:00","1","1","12","35.280000000000001","5","M","16-25","SC","509517","15915","11004","16249","48747","13618","95326","10644","8611","25833","16615","116305","8698","26094","15977","111839","5280","15840","1"
"_2657260392","_46","_1726","_104460040","_7668","_1200581","_20","0","f","4/1/2013 0:00","1","1.25","3","17.48","1","M","26-35","PA","466593","14985","10342","15110","45330","13112","91784","10044","8053","24159","15802","110614","7971","23913","16029","112203","4983","14949","0"
"_2668956484","_42","_5616","_104610040","_15889","_1204576","_8","0","f","4/5/2013 0:00","1","1","1","3.9900000000000002","1","M","36-45","KY","534341","15405","10826","14968","44904","13241","92687","9934","7957","23871","16030","112210","7990","23970","15589","109123","5053","15159","0"
"_2665975186","_165","_4401","_105100050","_13791","_1199258","_10","0","f","3/16/2013 0:00","1","2","1","4.6900000000000004","1","M","26-35","MD","528964","14927","10624","15556","46668","13301","93107","10258","7968","23904","16054","112378","8272","24816","15885","111195","5271","15813","0"
"_2622843012","_24","_9909","_1089520383","_28840","_1203052","_10","0","f","4/1/2013 0:00","1","1","3","9.6699999999999999","1","F","26-35","MD","507069","15625","10750","15645","46935","13622","95354","10252","8290","24870","15528","108696","8447","25341","16235","113645","5242","15726","0"
"_2634734134","_96","_2119","_108079383","_6926","_1208329","_21","9","t","4/22/2013 0:00","1","1","4","8.9600000000000009","10","M","26-35","SC","538325","16451","11365","16099","48297","13846","96922","10928","8725","26175","16559","115913","8684","26052","16503","115521","5392","16176","1"
"_2642625028","_306","_2202","_104460040","_3718","_1208251","_10","0","f","4/23/2013 0:00","1","2","1","2","1","F","16-25","MD","555236","15203","10349","15176","45528","13277","92939","10312","8024","24072","15878","111146","7715","23145","15705","109935","5155","15465","0"
"_2658091745","_42","_5558","_107120272","_5072","_1198273","_9","0","f","3/25/2013 0:00","1","1.5","1","6.3899999999999997","1","F","26-35","LA","551987","16389","11497","16574","49722","14386","100702","10942","8806","26418","16714","116998","8584","25752","16620","116340","5403","16209","0"
"_2664281697","_369","_3203","_106414464","_13474","_1197502","_11","0","f","3/28/2013 0:00","1","0.75","4","12.449999999999999","1","M","16-25","MI","499035","15792","11517","16150","48450","13835","96845","10304","8607","25821","16681","116767","8671","26013","16540","115780","5183","15549","0"
"_2620536230","_21","_4401","_105100050","_13791","_1199256","_8","1","t","3/26/2013 0:00","1","2","2","9.9800000000000004","2","M","16-25","KY","497023","15658","10918","15410","46230","13328","93296","10208","8483","25449","16430","115010","8247","24741","15934","111538","5337","16011","1"
"_2641734253","_21","_2119","_108079383","_6926","_1208329","_7","0","f","4/23/2013 0:00","1","1","6","22.34","1","F","36-45","KS","495115","15297","10743","15050","45150","12631","88417","10091","7917","23751","15474","108318","7782","23346","15419","107933","4975","14925","0"
"_2620720358","_211","_3203","_106414464","_13474","_1197502","_15","0","f","3/29/2013 0:00","1","0.75","1","5.3200000000000003","1","F","26-35","NJ","494996","14742","10104","14955","44865","12808","89656","9814","7684","23052","14969","104783","7723","23169","15597","109179","5062","15186","0"
"_2657214001","_206","_3203","_106414464","_13474","_1197502","_14","0","f","3/30/2013 0:00","1","0.75","10","8.9199999999999999","1","F","26-35","NE","603645","16364","11301","16509","49527","14765","103355","10864","8984","26952","17046","119322","8963","26889","17285","120995","5459","16377","0"
"_2651510248","_68","_2202","_104460040","_3718","_1208251","_14","0","f","4/26/2013 0:00","1","2","2","9.7799999999999994","1","M","16-25","NE","509160","16047","10868","15704","47112","13814","96698","10592","8367","25101","16490","115430","8286","24858","16240","113680","5262","15786","0"
"_2673415791","_510","_1703","_104460040","_7668","_1200579","_2","0","f","3/30/2013 0:00","1","1.5","5","21.449999999999999","1","F","36-45","AR","485421","15578","10963","15602","46806","13489","94423","10458","8238","24714","16087","112609","8276","24828","15871","111097","5077","15231","0"
"_2622132653","_96","_2119","_108079383","_6926","_1208329","_32","1","t","4/27/2013 0:00","1","1","1","4.2999999999999998","2","F","26-35","ME","532723","14606","10678","15230","45690","13010","91070","10050","7981","23943","14986","104902","7843","23529","15295","107065","4851","14553","1"
"_2645586167","_46","_3203","_106414464","_13474","_1197502","_6","0","f","3/26/2013 0:00","1","0.75","5","26.75","1","M","26-35","IL","481503","14624","10680","14270","42810","12812","89684","10034","7962","23886","15199","106393","7992","23976","15602","109214","4953","14859","0"
"_2652232254","_108","_3203","_106414464","_13474","_1197502","_24","1","t","4/1/2013 0:00","1","0.75","13","44.869999999999997","2","F","26-35","VA","430057","13973","10261","14217","42651","12290","86030","9592","7682","23046","14861","104027","7722","23166","15080","105560","4891","14673","1"
"_2660953619","_21","_4401","_105100050","_13791","_1199256","_18","0","f","3/27/2013 0:00","1","2","2","2.5800000000000001","1","M","36-45","OH","517362","15509","10688","15852","47556","13380","93660","10153","8177","24531","15458","108206","8160","24480","15853","110971","5109","15327","0"
"_2668954040","_42","_5616","_104610040","_15889","_1204576","_27","0","f","4/8/2013 0:00","1","1","12","69.909999999999997","1","M","36-45","AZ","507350","15879","10851","15129","45387","13856","96992","10504","8431","25293","16248","113736","8473","25419","16707","116949","5201","15603","0"
"_2677600277","_26","_3203","_106414464","_13474","_1197502","_4","0","f","3/26/2013 0:00","1","0.75","9","19.010000000000002","1","F","26-35","FL","499908","15414","10939","15614","46842","13582","95074","10575","8093","24279","16099","112693","8343","25029","16170","113190","5098","15294","0"
"_2622187764","_206","_5619","_107717272","_102504","_1204821","_1","1","t","4/15/2013 0:00","1","1.5","2","2.25","2","F","36-45","AL","469383","14668","10458","14275","42825","13021","91147","9822","8055","24165","15006","105042","7954","23862","15528","108696","4959","14877","1"
"_2629890586","_360","_2202","_104460040","_3718","_1208251","_5","0","f","4/28/2013 0:00","1","2","10","120.59999999999999","1","M","36-45","IA","540908","15598","10929","16349","49047","13233","92631","10538","8244","24732","16076","112532","8101","24303","15711","109977","5015","15045","0"
"_2636752597","_360","_3203","_106414464","_13474","_1197502","_2","0","f","4/3/2013 0:00","1","0.75","5","12.44","1","M","36-45","AR","510254","15764","11103","15399","46197","13681","95767","10442","8283","24849","16010","112070","8133","24399","15850","110950","5225","15675","0"
"_2646121998","_285","_3203","_106414464","_13474","_1197502","_7","0","f","3/25/2013 0:00","1","0.75","1","1.29","1","M","16-25","KS","532275","15981","10865","15411","46233","13766","96362","10694","8468","25404","16250","113750","8309","24927","16566","115962","5240","15720","0"
"_2653433351","_285","_2202","_104460040","_3718","_1208251","_26","0","f","4/26/2013 0:00","1","2","22","36.909999999999997","1","M","36-45","WI","440817","15070","10363","14764","44292","12501","87507","9744","7803","23409","15184","106288","7588","22764","15303","107121","4928","14784","0"
"_2667963476","_214","_2119","_108079383","_6926","_1208329","_22","0","f","4/23/2013 0:00","1","1","6","16.940000000000001","1","M","26-35","TX","531283","15063","10661","15098","45294","13237","92659","10344","8245","24735","15815","110705","8078","24234","15514","108598","5035","15105","0"
"_2625467918","_360","_6202","_1087744888","_64486","_1208501","_30","1","t","4/28/2013 0:00","1","1.5","20","61.369999999999997","2","F","26-35","ID","560017","15184","11364","16099","48297","13741","96187","10282","8541","25623","16872","118104","8588","25764","16360","114520","5382","16146","1"
"_2645489120","_96","_2119","_108079383","_6926","_1208329","_15","15","t","4/25/2013 0:00","1","1","1","4.9900000000000002","16","F","26-35","NJ","494996","14742","10104","14955","44865","12808","89656","9814","7684","23052","14969","104783","7723","23169","15597","109179","5062","15186","1"
"_2624683514","_285","_2119","_108079383","_6926","_1208329","_16","0","f","4/24/2013 0:00","1","1","2","14.48","1","F","36-45","NY","499807","15418","10778","15151","45453","13090","91630","10251","8313","24939","15624","109368","7904","23712","15856","110992","5228","15684","0"
"_2660952966","_21","_6202","_1087744888","_64486","_1208501","_21","4","t","4/27/2013 0:00","1","1.5","1","4.9900000000000002","5","F","26-35","SC","488453","14928","10678","15287","45861","13087","91609","10129","7983","23949","15698","109886","7901","23703","16084","112588","5138","15414","1"
"_2654267858","_64","_9909","_107127979","_6732","_1194044","_25","2","t","3/1/2013 0:00","1","1","1","11.24","3","F","26-35","WA","537174","16005","11076","15701","47103","13593","95151","10271","8578","25734","16461","115227","8389","25167","15834","110838","5191","15573","1"
"_2660954355","_21","_5558","_107120272","_5072","_1198272","_18","0","f","3/25/2013 0:00","1","1.5","8","10.85","1","M","16-25","OH","551256","16599","11373","16310","48930","14231","99617","10908","8584","25752","16417","114919","8534","25602","16104","112728","5281","15843","0"
"_2680140184","_21","_2119","_108079383","_6926","_1208329","_24","0","f","4/27/2013 0:00","1","1","4","8.7599999999999998","1","M","36-45","VA","498980","14567","10287","14925","44775","12655","88585","9740","8012","24036","15464","108248","7933","23799","15413","107891","4909","14727","0"
"_2626772337","_89","_3203","_106414464","_13474","_1197502","_27","0","f","3/26/2013 0:00","1","0.75","1","2.9900000000000002","1","M","26-35","AZ","519723","15140","10594","15506","46518","13170","92190","10232","8071","24213","16031","112217","8262","24786","15579","109053","5166","15498","0"
"_2639064106","_85","_3203","_106414464","_13474","_1197502","_32","0","f","3/28/2013 0:00","1","0.75","1","1.79","1","F","16-25","ME","501902","15260","10270","14641","43923","12719","89033","9913","7990","23970","15216","106512","8130","24390","15468","108276","4923","14769","0"
"_2654959658","_285","_3203","_106414464","_13474","_1197502","_31","0","f","3/28/2013 0:00","1","0.75","7","42.18","1","F","26-35","IN","497780","14676","10619","15410","46230","13634","95438","10135","8128","24384","15380","107660","8092","24276","15729","110103","5199","15597","0"
"_2659855382","_360","_3203","_106414464","_13474","_1197502","_22","0","f","4/1/2013 0:00","1","0.75","4","22.5","1","M","36-45","TX","530746","15736","10862","15349","46047","13615","95305","10256","8314","24942","15694","109858","8159","24477","16770","117390","5207","15621","0"
"_2673532275","_104","_3203","_106414464","_13474","_1197502","_19","0","f","3/27/2013 0:00","1","0.75","2","2","1","M","16-25","OK","540083","14979","10462","14994","44982","13056","91392","9722","7710","23130","15452","108164","7926","23778","15530","108710","4801","14403","0"
"_2681504227","_64","_9909","_107127979","_6732","_1194044","_19","2","t","3/2/2013 0:00","1","1","6","17.940000000000001","3","F","26-35","OK","479346","15639","10626","15468","46404","13418","93926","10432","8008","24024","16281","113967","8025","24075","16381","114667","4974","14922","1"
"_2677742957","_96","_3203","_106414464","_13474","_1197502","_27","1","t","3/27/2013 0:00","1","0.75","28","627.22000000000003","2","M","36-45","AZ","507350","15879","10851","15129","45387","13856","96992","10504","8431","25293","16248","113736","8473","25419","16707","116949","5201","15603","1"
