"l_id","chain","category","company","brand","l_offer","l_alias_market","repeattrips","repeater","offerdate","quantity","offervalue","agg_qty","agg_amt","freq","l_alias_gender","age","zip","__of_subscriber","avg___daily_calls_received","avg__duration__mins__per_call_received","avg____distinct_numbers_daily_calls_received_from","avg____distinct_numbers_weekly_calls_received_from","avg___daily_calls_made","avg___weekly_calls_made","avg__duration__mins__per_call_made","avg____distinct_numbers_daily_calls_made_to","avg____distinct_numbers_weekly_calls_made_to","__daily_messages_received","__weekly_messages_received","avg____distinct_numbers_daily_msgs_received_from","avg____distinct_numbers_weekly_msgs_received_from","__daily_messages_sent","__weekly_messages_sent","avg____distinct_numbers_daily_msgs_sent_to","avg____distinct_numbers_weekly_msgs_sent_to","repeat_flag"
"2659787160","46","3203","106414464","13474","1197502","15","0","f","3/30/2013 0:00","1","0.75","117","144.74000000000001","1","F",">45","20650","740","18","12","19","57","4","28","10","12","36","21","147","10","30","19","133","5","15","0"
"2641303918","285","1726","104460040","7668","1200581","33","0","f","4/2/2013 0:00","1","1.25","2","3.6800000000000002","1","F",">45","20688","98","21","10","1","3","7","49","20","8","24","2","14","8","24","23","161","8","24","0"
"2662485042","101","5619","107717272","102504","1204822","20","0","f","4/18/2013 0:00","1","1.5","4","4.4900000000000002","1","F",">45","21208","1831","25","4","11","33","5","35","8","2","6","19","133","9","27","22","154","7","21","0"
"2630941798","21","2119","108079383","6926","1208329","10","0","f","4/27/2013 0:00","1","1","6","14.24","1","F",">45","21224","2653","23","3","22","66","6","42","14","11","33","12","84","2","6","29","203","4","12","0"
"2654198381","240","6202","1087744888","64486","1208501","12","0","f","4/24/2013 0:00","1","1.5","8","33.32","1","F",">45","21228","2569","5","13","18","54","20","140","7","13","39","19","133","11","33","14","98","2","6","0"
"2648700702","285","5558","107120272","5072","1198272","33","1","t","3/27/2013 0:00","1","1.5","10","15.92","2","F",">45","20735","1912","26","18","26","78","10","70","20","13","39","17","119","12","36","6","42","1","3","1"
"2635386984","109","3203","106414464","13474","1197502","1","0","f","3/29/2013 0:00","1","0.75","1","2.4900000000000002","1","F",">45","20832","1348","24","13","2","6","19","133","5","4","12","28","196","10","30","11","77","7","21","0"
"2656659275","16","2202","104460040","3718","1208251","10","2","t","4/23/2013 0:00","1","2","4","-4.25","3","M","16-25","76210","2136","21","5","3","9","17","119","3","3","9","3","21","4","12","29","203","10","30","1"
"2677715922","215","3203","106414464","13474","1197502","34","1","t","3/27/2013 0:00","1","0.75","1","3.9900000000000002","2","F",">45","21662","29","5","4","18","54","21","147","20","13","39","10","70","4","12","6","42","0","0","1"
"2642535542","285","2119","108079383","6926","1208329","33","0","f","4/27/2013 0:00","1","1","2","6.9800000000000004","1","F",">45","21671","40","1","12","17","51","22","154","6","15","45","18","126","5","15","1","7","9","27","0"
"2675938629","21","4401","105100050","13791","1199256","10","1","t","3/16/2013 0:00","1","2","4","21.559999999999999","2","M","16-25","76210","2136","21","5","3","9","17","119","3","3","9","3","21","4","12","29","203","10","30","1"
"2635929454","21","5558","107120272","5072","1198275","10","1","t","3/25/2013 0:00","1","1.5","19","51.210000000000001","2","M","16-25","76210","2136","21","5","3","9","17","119","3","3","9","3","21","4","12","29","203","10","30","1"
"2680011358","508","1703","104460040","7668","1200578","96","0","f","4/7/2013 0:00","1","1.5","6","7.04","1","M","16-25","76448","303","19","11","29","87","25","175","1","2","6","17","119","14","42","7","49","3","9","0"
"2677656865","89","3203","106414464","13474","1197502","16","1","t","4/6/2013 0:00","1","0.75","27","60.539999999999999","2","M","16-25","76629","107","23","13","7","21","23","161","14","3","9","21","147","9","27","5","35","0","0","1"
"2634552998","21","2202","104460040","3718","1208251","10","0","f","4/24/2013 0:00","1","2","4","29.960000000000001","1","M","16-25","76652","58","25","7","9","27","11","77","0","6","18","14","98","10","30","12","84","7","21","0"
"2629492706","21","3203","106414464","13474","1197502","10","2","t","3/29/2013 0:00","1","0.75","6","18.239999999999998","3","M","16-25","76802","274","12","2","4","12","24","168","5","9","27","8","56","13","39","2","14","9","27","1"
"2639920909","285","5616","104610040","15889","1204576","33","0","f","4/5/2013 0:00","1","1","2","4.2800000000000002","1","F",">45","21850","150","13","8","21","63","11","77","18","2","6","9","63","5","15","29","203","7","21","0"
"2658606491","109","2202","104460040","3718","1208251","1","0","f","4/26/2013 0:00","1","2","1","29.989999999999998","1","F",">45","21865","25","22","10","20","60","24","168","0","5","15","25","175","14","42","4","28","6","18","0"
"2654190367","21","6202","1087744888","64486","1208501","10","0","f","4/24/2013 0:00","1","1.5","2","3.79","1","M","16-25","76802","274","12","2","4","12","24","168","5","9","27","8","56","13","39","2","14","9","27","0"
"2660956582","21","5558","107120272","5072","1198272","10","0","f","3/27/2013 0:00","1","1.5","1","0.98999999999999999","1","M","16-25","76802","274","12","2","4","12","24","168","5","9","27","8","56","13","39","2","14","9","27","0"
"2657270028","46","5616","104610040","15889","1204576","15","2","t","4/4/2013 0:00","1","1","2","19.579999999999998","3","M","16-25","77004","1765","9","4","14","42","1","7","13","12","36","14","98","8","24","23","161","10","30","1"
"2646600991","40","3203","106414464","13474","1197502","23","0","f","3/30/2013 0:00","1","0.75","2","6.79","1","M","16-25","76466","17","16","7","16","48","14","98","2","15","45","11","77","7","21","22","154","2","6","0"
"2681593576","166","9909","1089520383","28840","1203052","14","1","t","4/1/2013 0:00","1","1","1","3.6699999999999999","2","M","16-25","76635","72","22","1","16","48","17","119","9","4","12","5","35","1","3","3","21","1","3","1"
"2667665598","165","5616","104610040","15889","1204576","21","0","f","4/7/2013 0:00","1","1","22","90.980000000000004","1","M","16-25","76827","23","12","20","8","24","9","63","14","9","27","15","105","1","3","5","35","3","9","0"
"2627116437","46","5558","107120272","5072","1198272","15","0","f","3/25/2013 0:00","1","1.5","2","8.2300000000000004","1","F",">45","22304","2392","23","2","7","21","22","154","5","1","3","26","182","1","3","24","168","3","9","0"
"2654190941","21","2119","108079383","6926","1208329","10","1","t","4/23/2013 0:00","1","1","2","3.5600000000000001","2","F",">45","22546","855","13","19","22","66","15","105","4","13","39","30","210","9","27","22","154","6","18","1"
"2638762522","510","2202","104460040","3718","1208251","96","4","t","4/26/2013 0:00","1","2","4","16.370000000000001","5","F",">45","21155","127","9","6","6","18","8","56","8","7","21","6","42","6","18","26","182","1","3","1"
"2680381608","214","5558","107120272","5072","1198273","8","0","f","3/25/2013 0:00","1","1.5","3","5.3700000000000001","1","F",">45","21250","172","11","10","13","39","18","126","5","7","21","19","133","2","6","13","91","3","9","0"
"2626863049","143","1726","104460040","7668","1200581","34","0","f","4/1/2013 0:00","1","1.25","5","16.989999999999998","1","F",">45","21542","25","26","16","2","6","11","77","12","13","39","3","21","13","39","15","105","2","6","0"
"2663948677","46","4401","105100050","13791","1199256","15","0","f","3/16/2013 0:00","1","2","6","11.529999999999999","1","F",">45","21647","15","16","13","25","75","9","63","12","10","30","4","28","8","24","1","7","6","18","0"
"2641892507","191","3203","106414464","13474","1197502","39","2","t","3/28/2013 0:00","1","0.75","6","21.739999999999998","3","F",">45","21723","43","7","12","28","84","5","35","18","4","12","6","42","7","21","25","175","6","18","1"
"2646704270","21","4401","105100050","13791","1199256","10","0","f","3/16/2013 0:00","1","2","6","20.940000000000001","1","F",">45","21781","7","25","13","14","42","17","119","6","2","6","27","189","4","12","7","49","0","0","0"
"2639920909","285","5616","104610040","15889","1204576","33","0","f","4/5/2013 0:00","1","1","2","4.2800000000000002","1","F",">45","22715","58","24","12","22","66","11","77","8","12","36","12","84","6","18","8","56","9","27","0"
"2670917101","64","9909","107127979","6732","1194044","21","1","t","3/15/2013 0:00","1","1","1","3.4900000000000002","2","F",">45","22902","1146","0","17","21","63","16","112","7","7","21","20","140","1","3","1","7","7","21","1"
"2651510248","68","2202","104460040","3718","1208251","4","0","f","4/26/2013 0:00","1","2","2","9.7799999999999994","1","M","16-25","76524","154","9","7","21","63","16","112","17","9","27","9","63","12","36","27","189","8","24","0"
"2659468848","21","3203","106414464","13474","1197502","10","0","f","3/25/2013 0:00","1","0.75","7","9.1500000000000004","1","M","16-25","76652","58","25","7","9","27","11","77","0","6","18","14","98","10","30","12","84","7","21","0"
"2665845374","21","4401","105100050","13791","1199256","10","0","f","3/15/2013 0:00","1","2","7","19.550000000000001","1","M","16-25","76652","58","25","7","9","27","11","77","0","6","18","14","98","10","30","12","84","7","21","0"
"2655258927","508","1726","104460040","7668","1200582","96","0","f","3/30/2013 0:00","1","1.25","2","3.98","1","F",">45","21830","217","22","19","1","3","21","147","7","15","45","19","133","13","39","10","70","7","21","0"
"2646122167","285","3504","104460040","7668","1200584","33","0","f","4/7/2013 0:00","1","1.25","11","29.190000000000001","1","F",">45","21850","150","13","8","21","63","11","77","18","2","6","9","63","5","15","29","203","7","21","0"
"2639206733","165","3203","106414464","13474","1197502","21","0","f","3/28/2013 0:00","1","0.75","14","15.26","1","F",">45","22152","1541","5","18","22","66","8","56","20","14","42","3","21","3","9","10","70","3","9","0"
"2642989496","100","2202","104460040","3718","1208251","10","0","f","4/26/2013 0:00","1","2","8","25.719999999999999","1","M","16-25","76802","274","12","2","4","12","24","168","5","9","27","8","56","13","39","2","14","9","27","0"
"2639208953","26","2119","108079383","6926","1208329","16","0","f","4/22/2013 0:00","1","1","3","8.9700000000000006","1","M","16-25","76824","1","10","10","0","0","16","112","19","5","15","22","154","1","3","23","161","2","6","0"
"2677593953","26","1726","104460040","7668","1200581","16","0","f","4/2/2013 0:00","1","1.25","1","3.4900000000000002","1","F",">45","21075","1422","0","6","0","0","14","98","2","7","21","21","147","6","18","23","161","0","0","0"
"2668292505","15","3203","106414464","13474","1197502","9","0","f","3/26/2013 0:00","1","0.75","1","2.5899999999999999","1","M","16-25","76522","1918","10","11","7","21","8","56","19","10","30","28","196","5","15","9","63","1","3","0"
"2637997912","377","9909","1089520383","28840","1203052","9","0","f","4/17/2013 0:00","1","1","1","3.9900000000000002","1","M","16-25","76680","10","1","7","29","87","4","28","4","11","33","17","119","15","45","19","133","7","21","0"
"2663290037","109","3203","106414464","13474","1197502","1","0","f","4/3/2013 0:00","1","0.75","1","2.4900000000000002","1","M","16-25","76953","3","4","12","8","24","16","112","12","10","30","6","42","7","21","18","126","9","27","0"
"2663948677","46","4401","105100050","13791","1199256","15","0","f","3/16/2013 0:00","1","2","6","11.529999999999999","1","F",">45","22304","2392","23","2","7","21","22","154","5","1","3","26","182","1","3","24","168","3","9","0"
"2658491768","108","3203","106414464","13474","1197502","10","1","t","3/29/2013 0:00","1","0.75","9","36.810000000000002","2","F",">45","22546","855","13","19","22","66","15","105","4","13","39","30","210","9","27","22","154","6","18","1"
"2661072990","165","3203","106414464","13474","1197502","21","0","f","4/5/2013 0:00","1","0.75","5","15","1","F",">45","21237","1623","0","3","25","75","18","126","4","15","45","24","168","1","3","18","126","4","12","0"
"2639354507","46","5616","104610040","15889","1204576","15","0","f","4/4/2013 0:00","1","1","1","2.4900000000000002","1","F",">45","21409","1083","16","5","2","6","10","70","13","13","39","14","98","5","15","10","70","0","0","0"
"2638762522","510","2202","104460040","3718","1208251","96","4","t","4/26/2013 0:00","1","2","4","16.370000000000001","5","F",">45","21555","104","29","7","22","66","7","49","13","4","12","2","14","7","21","21","147","6","18","1"
"2655258927","508","1726","104460040","7668","1200582","96","0","f","3/30/2013 0:00","1","1.25","2","3.98","1","F",">45","21655","270","18","19","29","87","17","119","19","13","39","9","63","11","33","11","77","2","6","0"
"2629493800","21","2119","108079383","6926","1208329","10","0","f","4/28/2013 0:00","1","1","6","7.1399999999999997","1","F",">45","21781","7","25","13","14","42","17","119","6","2","6","27","189","4","12","7","49","0","0","0"
"2646713115","240","5619","107717272","102504","1204822","12","0","f","4/2/2013 0:00","1","1.5","1","3.9900000000000002","1","F",">45","22580","278","13","12","15","45","17","119","6","7","21","30","210","10","30","22","154","6","18","0"
"2646122167","285","3504","104460040","7668","1200584","33","0","f","4/7/2013 0:00","1","1.25","11","29.190000000000001","1","F",">45","22715","58","24","12","22","66","11","77","8","12","36","12","84","6","18","8","56","9","27","0"
"2677331703","21","3203","106414464","13474","1197502","10","0","f","4/1/2013 0:00","1","0.75","1","4.1900000000000004","1","F",">45","21781","7","25","13","14","42","17","119","6","2","6","27","189","4","12","7","49","0","0","0"
"2662431616","40","3203","106414464","13474","1197502","23","0","f","3/27/2013 0:00","1","0.75","23","126.77","1","F",">45","21863","271","3","20","30","90","24","168","6","7","21","2","14","8","24","29","203","8","24","0"
"2663843007","166","9909","1089520383","28840","1203052","14","2","t","4/4/2013 0:00","1","1","1","2.29","3","F",">45","22060","479","16","13","2","6","24","168","7","4","12","19","133","10","30","28","196","9","27","1"
"2626863049","143","1726","104460040","7668","1200581","34","0","f","4/1/2013 0:00","1","1.25","5","16.989999999999998","1","F",">45","23022","50","24","2","26","78","14","98","8","12","36","29","203","5","15","18","126","1","3","0"
"2629499842","240","6202","1087744888","64486","1208501","12","0","f","4/28/2013 0:00","1","1.5","3","-7.5","1","F",">45","23236","1394","15","16","4","12","10","70","9","3","9","16","112","5","15","23","161","6","18","0"
"2629493800","21","2119","108079383","6926","1208329","10","0","f","4/28/2013 0:00","1","1","6","7.1399999999999997","1","F",">45","23294","948","3","9","14","42","8","56","13","7","21","12","84","10","30","4","28","8","24","0"
"2659472842","21","4401","105100050","13791","1199256","10","0","f","3/15/2013 0:00","1","2","2","3.98","1","M","16-25","77065","1907","3","10","27","81","17","119","3","15","45","6","42","6","18","24","168","5","15","0"
"2656699450","21","4401","105100050","13791","1199256","10","0","f","3/15/2013 0:00","1","2","2","6","1","M","16-25","77065","1907","3","10","27","81","17","119","3","15","45","6","42","6","18","24","168","5","15","0"
"2673613758","65","4401","105100050","13791","1199256","26","0","f","3/16/2013 0:00","1","2","2","8.9800000000000004","1","F",">45","20057","209","30","17","18","54","14","98","10","6","18","15","105","8","24","2","14","0","0","0"
"2636261191","83","3203","106414464","13474","1197502","15","0","f","3/30/2013 0:00","1","0.75","3","9.9700000000000006","1","F",">45","20197","99","2","10","12","36","9","63","2","9","27","7","49","8","24","19","133","9","27","0"
"2626542898","101","2202","104460040","3718","1208251","20","2","t","4/29/2013 0:00","1","2","6","23.940000000000001","3","F",">45","20260","0","15","20","21","63","4","28","17","2","6","14","98","1","3","13","91","9","27","1"
"2648700702","285","5558","107120272","5072","1198272","33","1","t","3/27/2013 0:00","1","1.5","10","15.92","2","F",">45","23304","3","4","5","25","75","17","119","16","7","21","12","84","10","30","18","126","10","30","1"
"2639921985","285","3504","104460040","7668","1200584","33","0","f","4/2/2013 0:00","1","1.25","12","20.18","1","F",">45","23310","255","9","18","28","84","2","14","12","8","24","14","98","15","45","22","154","6","18","0"
"2640503151","21","4401","105100050","13791","1199256","10","0","f","3/13/2013 0:00","1","2","2","16.98","1","F",">45","23337","20","17","18","30","90","2","14","10","7","21","19","133","5","15","18","126","9","27","0"
"2640691390","96","3203","106414464","13474","1197502","27","0","f","4/24/2013 0:00","1","0.75","15","28.359999999999999","1","M","16-25","77502","2051","18","16","23","69","4","28","10","12","36","9","63","8","24","15","105","0","0","0"
"2638167105","507","1703","104460040","7668","1200579","96","0","f","4/8/2013 0:00","1","1.5","5","54.149999999999999","1","M","16-25","77640","911","13","16","0","0","20","140","10","6","18","28","196","9","27","11","77","7","21","0"
"2634533471","16","2119","108079383","6926","1208329","10","0","f","4/24/2013 0:00","1","1","2","7.9800000000000004","1","F",">45","22306","1745","21","4","14","42","11","77","5","5","15","7","49","2","6","5","35","5","15","0"
"2672506765","15","3203","106414464","13474","1197502","9","0","f","4/17/2013 0:00","1","0.75","11","18.399999999999999","1","F",">45","22480","38","27","6","18","54","5","35","4","11","33","29","203","3","9","26","182","5","15","0"
"2628579132","24","9909","1089520383","28840","1203052","9","0","f","4/14/2013 0:00","1","1","1","3.1000000000000001","1","F",">45","22820","11","13","2","23","69","13","91","14","13","39","18","126","12","36","14","98","10","30","0"
"2658491768","108","3203","106414464","13474","1197502","10","1","t","3/29/2013 0:00","1","0.75","9","36.810000000000002","2","F",">45","23337","20","17","18","30","90","2","14","10","7","21","19","133","5","15","18","126","9","27","1"
"2654198381","240","6202","1087744888","64486","1208501","12","0","f","4/24/2013 0:00","1","1.5","8","33.32","1","F",">45","22932","404","14","17","8","24","16","112","15","7","21","24","168","2","6","22","154","10","30","0"
"2656974963","89","3203","106414464","13474","1197502","16","0","f","3/25/2013 0:00","1","0.75","3","22.969999999999999","1","F",">45","19940","300","8","9","16","48","5","35","18","5","15","27","189","6","18","13","91","7","21","0"
"2651469151","101","3203","106414464","13474","1197502","20","0","f","3/26/2013 0:00","1","0.75","1","5.9900000000000002","1","F",">45","20009","2591","24","15","27","81","4","28","20","1","3","6","42","6","18","7","49","2","6","0"
"2663843007","166","9909","1089520383","28840","1203052","14","2","t","4/4/2013 0:00","1","1","1","2.29","3","F",">45","20204","0","20","7","9","27","17","119","15","2","6","22","154","7","21","9","63","10","30","1"
"2667358365","104","3203","106414464","13474","1197502","2","0","f","3/27/2013 0:00","1","0.75","1","1.99","1","F",">45","19964","72","0","16","9","27","7","49","13","12","36","14","98","12","36","27","189","6","18","0"
"2642986233","21","6202","1087744888","64486","1208503","10","0","f","4/24/2013 0:00","1","1.5","1","1.5","1","F",">45","20011","3160","7","18","15","45","4","28","19","12","36","28","196","1","3","3","21","2","6","0"
"2641892507","191","3203","106414464","13474","1197502","39","2","t","3/28/2013 0:00","1","0.75","6","21.739999999999998","3","F",">45","20064","102","2","1","2","6","9","63","10","11","33","9","63","14","42","1","7","0","0","1"
"2677744673","96","3203","106414464","13474","1197502","27","0","f","3/28/2013 0:00","1","0.75","1","8.7899999999999991","1","F",">45","20737","1116","20","6","3","9","5","35","8","15","45","22","154","13","39","17","119","5","15","0"
"2642535542","285","2119","108079383","6926","1208329","33","0","f","4/27/2013 0:00","1","1","2","6.9800000000000004","1","F",">45","20744","2738","19","14","7","21","13","91","5","14","42","10","70","4","12","24","168","8","24","0"
"2661072990","165","3203","106414464","13474","1197502","21","0","f","4/5/2013 0:00","1","0.75","5","15","1","F",">45","21153","17","26","20","13","39","25","175","4","4","12","23","161","2","6","6","42","0","0","0"
"2668106495","46","1726","104460040","7668","1200581","15","0","f","4/4/2013 0:00","1","1.25","6","20.940000000000001","1","F",">45","20650","740","18","12","19","57","4","28","10","12","36","21","147","10","30","19","133","5","15","0"
"2683367032","285","2119","108079383","6926","1208329","33","1","t","4/28/2013 0:00","1","1","1","1.99","2","F",">45","20688","98","21","10","1","3","7","49","20","8","24","2","14","8","24","23","161","8","24","1"
"2658092111","42","2119","108079383","6926","1208329","20","0","f","4/22/2013 0:00","1","1","2","6.9900000000000002","1","F",">45","21208","1831","25","4","11","33","5","35","8","2","6","19","133","9","27","22","154","7","21","0"
"2654190941","21","2119","108079383","6926","1208329","10","1","t","4/23/2013 0:00","1","1","2","3.5600000000000001","2","F",">45","21224","2653","23","3","22","66","6","42","14","11","33","12","84","2","6","29","203","4","12","1"
"2626863049","143","1726","104460040","7668","1200581","34","0","f","4/1/2013 0:00","1","1.25","5","16.989999999999998","1","F",">45","21403","1634","18","3","20","60","13","91","5","10","30","21","147","4","12","5","35","5","15","0"
"2642535542","285","2119","108079383","6926","1208329","33","0","f","4/27/2013 0:00","1","1","2","6.9800000000000004","1","F",">45","20735","1912","26","18","26","78","10","70","20","13","39","17","119","12","36","6","42","1","3","0"
"2656238755","109","3203","106414464","13474","1197502","1","0","f","3/28/2013 0:00","1","0.75","1","3.1899999999999999","1","F",">45","20832","1348","24","13","2","6","19","133","5","4","12","28","196","10","30","11","77","7","21","0"
"2655395565","21","2119","108079383","6926","1208329","10","4","t","4/23/2013 0:00","1","1","3","15.970000000000001","5","M","16-25","76210","2136","21","5","3","9","17","119","3","3","9","3","21","4","12","29","203","10","30","1"
"2666725935","285","3203","106414464","13474","1197502","33","0","f","4/6/2013 0:00","1","0.75","21","79.590000000000003","1","F",">45","21671","40","1","12","17","51","22","154","6","15","45","18","126","5","15","1","7","9","27","0"
"2674308073","285","5616","104610040","15889","1204576","33","0","f","4/4/2013 0:00","1","1","5","29.850000000000001","1","F",">45","21671","40","1","12","17","51","22","154","6","15","45","18","126","5","15","1","7","9","27","0"
"2625101982","21","6202","1087744888","64486","1208501","10","0","f","4/27/2013 0:00","1","1.5","1","4.4900000000000002","1","M","16-25","76210","2136","21","5","3","9","17","119","3","3","9","3","21","4","12","29","203","10","30","0"
"2632163947","21","2119","108079383","6926","1208329","10","0","f","4/25/2013 0:00","1","1","13","34.909999999999997","1","M","16-25","76210","2136","21","5","3","9","17","119","3","3","9","3","21","4","12","29","203","10","30","0"
"2649148181","507","3504","104460040","7668","1200584","96","0","f","4/3/2013 0:00","1","1.25","12","18","1","M","16-25","76448","303","19","11","29","87","25","175","1","2","6","17","119","14","42","7","49","3","9","0"
"2656659275","16","2202","104460040","3718","1208251","10","2","t","4/23/2013 0:00","1","2","4","-4.25","3","M","16-25","76652","58","25","7","9","27","11","77","0","6","18","14","98","10","30","12","84","7","21","1"
"2625085055","16","2119","108079383","6926","1208329","10","0","f","4/22/2013 0:00","1","1","10","46.060000000000002","1","M","16-25","76652","58","25","7","9","27","11","77","0","6","18","14","98","10","30","12","84","7","21","0"
"2659468848","21","3203","106414464","13474","1197502","10","0","f","3/25/2013 0:00","1","0.75","7","9.1500000000000004","1","M","16-25","76802","274","12","2","4","12","24","168","5","9","27","8","56","13","39","2","14","9","27","0"
"2648694437","285","2119","108079383","6926","1208329","33","0","f","4/22/2013 0:00","1","1","3","7.7800000000000002","1","F",">45","21850","150","13","8","21","63","11","77","18","2","6","9","63","5","15","29","203","7","21","0"
"2636209277","165","3203","106414464","13474","1197502","21","0","f","4/16/2013 0:00","1","0.75","15","84.450000000000003","1","F",">45","22152","1541","5","18","22","66","8","56","20","14","42","3","21","3","9","10","70","3","9","0"
"2660955082","21","3203","106414464","13474","1197502","10","1","t","3/27/2013 0:00","1","0.75","16","15.44","2","M","16-25","76802","274","12","2","4","12","24","168","5","9","27","8","56","13","39","2","14","9","27","1"
"2667322833","21","2202","104460040","3718","1208251","10","1","t","4/24/2013 0:00","1","2","3","8.1699999999999999","2","M","16-25","76802","274","12","2","4","12","24","168","5","9","27","8","56","13","39","2","14","9","27","1"
"2674863339","89","3203","106414464","13474","1197502","16","2","t","4/4/2013 0:00","1","0.75","3","21.27","3","M","16-25","77008","1645","29","4","30","90","4","28","4","10","30","3","21","1","3","26","182","5","15","1"
"2680110538","40","4401","105100050","13791","1199258","23","0","f","3/24/2013 0:00","1","2","2","2.1800000000000002","1","M","16-25","76466","17","16","7","16","48","14","98","2","15","45","11","77","7","21","22","154","2","6","0"
"2664281697","369","3203","106414464","13474","1197502","6","0","f","3/28/2013 0:00","1","0.75","4","12.449999999999999","1","M","16-25","76666","13","10","2","8","24","13","91","12","12","36","7","49","15","45","24","168","5","15","0"
"2664281697","369","3203","106414464","13474","1197502","6","0","f","3/28/2013 0:00","1","0.75","4","12.449999999999999","1","M","16-25","76872","38","23","5","15","45","4","28","9","1","3","16","112","9","27","3","21","4","12","0"
"2677847266","46","4401","105100050","13791","1199256","15","1","t","3/13/2013 0:00","1","2","1","5.9900000000000002","2","F",">45","22304","2392","23","2","7","21","22","154","5","1","3","26","182","1","3","24","168","3","9","1"
"2642986233","21","6202","1087744888","64486","1208503","10","0","f","4/24/2013 0:00","1","1.5","1","1.5","1","F",">45","22546","855","13","19","22","66","15","105","4","13","39","30","210","9","27","22","154","6","18","0"
"2654187773","85","3203","106414464","13474","1197502","22","0","f","3/26/2013 0:00","1","0.75","2","5.1799999999999997","1","F",">45","21206","2745","26","6","2","6","5","35","11","10","30","19","133","8","24","19","133","2","6","0"
"2659787160","46","3203","106414464","13474","1197502","15","0","f","3/30/2013 0:00","1","0.75","117","144.74000000000001","1","F",">45","21409","1083","16","5","2","6","10","70","13","13","39","14","98","5","15","10","70","0","0","0"
"2655258927","508","1726","104460040","7668","1200582","96","0","f","3/30/2013 0:00","1","1.25","2","3.98","1","F",">45","21555","104","29","7","22","66","7","49","13","4","12","2","14","7","21","21","147","6","18","0"
"2671152605","46","3203","106414464","13474","1197502","15","0","f","3/28/2013 0:00","1","0.75","2","4.4800000000000004","1","F",">45","21647","15","16","13","25","75","9","63","12","10","30","4","28","8","24","1","7","6","18","0"
"2640503151","21","4401","105100050","13791","1199256","10","0","f","3/13/2013 0:00","1","2","2","16.98","1","F",">45","21781","7","25","13","14","42","17","119","6","2","6","27","189","4","12","7","49","0","0","0"
"2659470136","21","4401","105100050","13791","1199256","10","0","f","3/13/2013 0:00","1","2","63","155.66999999999999","1","F",">45","21781","7","25","13","14","42","17","119","6","2","6","27","189","4","12","7","49","0","0","0"
"2648694437","285","2119","108079383","6926","1208329","33","0","f","4/22/2013 0:00","1","1","3","7.7800000000000002","1","F",">45","22715","58","24","12","22","66","11","77","8","12","36","12","84","6","18","8","56","9","27","0"
"2639463818","360","6202","1087744888","64486","1208501","37","1","t","4/25/2013 0:00","1","1.5","14","22.899999999999999","2","F",">45","19973","1287","15","8","16","48","8","56","8","10","30","16","112","12","36","3","21","4","12","1"
"2677593953","26","1726","104460040","7668","1200581","16","0","f","4/2/2013 0:00","1","1.25","1","3.4900000000000002","1","F",">45","20036","293","13","12","8","24","9","63","7","4","12","11","77","2","6","27","189","8","24","0"
"2639075205","240","2202","104460040","3718","1208251","12","0","f","4/26/2013 0:00","1","2","15","49.640000000000001","1","F",">45","20678","596","26","14","4","12","16","112","10","5","15","26","182","12","36","11","77","8","24","0"
"2629493800","21","2119","108079383","6926","1208329","10","0","f","4/28/2013 0:00","1","1","6","7.1399999999999997","1","F",">45","20011","3160","7","18","15","45","4","28","19","12","36","28","196","1","3","3","21","2","6","0"
"2662485042","101","5619","107717272","102504","1204822","20","0","f","4/18/2013 0:00","1","1.5","4","4.4900000000000002","1","F",">45","20024","621","9","10","28","84","18","126","5","14","42","22","154","14","42","22","154","5","15","0"
"2639075205","240","2202","104460040","3718","1208251","12","0","f","4/26/2013 0:00","1","2","15","49.640000000000001","1","F",">45","20152","1347","8","7","13","39","21","147","12","4","12","13","91","13","39","1","7","0","0","0"
"2639921985","285","3504","104460040","7668","1200584","33","0","f","4/2/2013 0:00","1","1.25","12","20.18","1","F",">45","20744","2738","19","14","7","21","13","91","5","14","42","10","70","4","12","24","168","8","24","0"
"2626715732","65","2202","104460040","3718","1208251","26","1","t","4/23/2013 0:00","1","2","1","2.5499999999999998","2","F",">45","20764","225","9","13","30","90","24","168","14","10","30","15","105","4","12","3","21","6","18","1"
"2626715732","65","2202","104460040","3718","1208251","26","1","t","4/23/2013 0:00","1","2","1","2.5499999999999998","2","F",">45","20190","946","12","2","17","51","17","119","11","12","36","17","119","4","12","3","21","10","30","1"
"2624133097","46","5558","107120272","5072","1198273","15","0","f","3/25/2013 0:00","1","1.5","4","11.98","1","F",">45","20650","740","18","12","19","57","4","28","10","12","36","21","147","10","30","19","133","5","15","0"
"2643798213","285","5558","107120272","5072","1198271","33","2","t","3/25/2013 0:00","1","1.5","4","5.96","3","F",">45","20688","98","21","10","1","3","7","49","20","8","24","2","14","8","24","23","161","8","24","1"
"2626542898","101","2202","104460040","3718","1208251","20","2","t","4/29/2013 0:00","1","2","6","23.940000000000001","3","F",">45","21208","1831","25","4","11","33","5","35","8","2","6","19","133","9","27","22","154","7","21","1"
"2677331703","21","3203","106414464","13474","1197502","10","0","f","4/1/2013 0:00","1","0.75","1","4.1900000000000004","1","F",">45","21224","2653","23","3","22","66","6","42","14","11","33","12","84","2","6","29","203","4","12","0"
"2632342788","96","5616","104610040","15889","1204576","27","1","t","4/8/2013 0:00","1","1","8","20.219999999999999","2","F",">45","21524","33","14","15","22","66","12","84","9","9","27","11","77","8","24","9","63","10","30","1"
