LocationAbbr,LocationDesc,Data_Value,Rate
IA,Pocahontas,340.9,-8146
GA,Richmond,340.9,-8145
ME,Waldo,340.9,-8144
NC,Bertie,341.1,-8143
FL,Broward,341.1,-8142
MI,Lenawee,341.1,-8141
MT,Toole,341.1,-8140
CA,Yolo,341.1,-8139
ND,Barnes,341.2,-8138
GA,Floyd,341.2,-8137
NJ,Morris,341.2,-8136
TX,Oldham,341.2,-8135
MO,Perry,341.2,-8134
KS,Phillips,341.2,-8133
OR,Wasco,341.2,-8132
AR,Arkansas,341.3,-8131
MD,Calvert,341.3,-8130
AL,Clarke,341.3,-8129
MO,Daviess,341.3,-8128
TX,Galveston,341.3,-8127
MN,Lake,341.3,-8126
MS,Lawrence,341.3,-8125
MS,Marion,341.3,-8124
OH,Morgan,341.3,-8123
WV,Pendleton,341.3,-8122
PA,Potter,341.3,-8121
MS,Simpson,341.3,-8120
AR,Van Buren,341.3,-8119
VA,Waynesboro City,341.3,-8118
NJ,Essex,341.4,-8117
VA,Orange,341.4,-8116
MS,Pearl River,341.4,-8115
MN,Scott,341.4,-8114
GA,Ben Hill,341.5,-8113
VA,Bland,341.5,-8112
TN,Blount,341.5,-8111
OH,Greene,341.5,-8110
VA,Harrisonburg City,341.5,-8109
OH,Lake,341.5,-8108
MO,McDonald,341.5,-8107
NC,Mecklenburg,341.5,-8106
NE,Merrick,341.5,-8105
VA,Orange,341.5,-8104
UT,Rich,341.5,-8103
OH,Ashtabula,341.6,-8102
GA,Bulloch,341.6,-8101
OR,Clackamas,341.6,-8100
TX,Concho,341.6,-8099
WA,Grays Harbor,341.6,-8098
OH,Hardin,341.6,-8097
MS,Jackson,341.6,-8096
ND,McLean,341.6,-8095
WV,Mercer,341.6,-8094
PA,Potter,341.6,-8093
IN,Pulaski,341.6,-8092
MI,Washtenaw,341.6,-8091
TN,Wilson,341.6,-8090
TX,Borden,341.7,-8089
NY,Dutchess,341.7,-8088
KY,Harrison,341.7,-8087
NE,Hayes,341.7,-8086
OK,Jackson,341.7,-8085
MO,Maries,341.7,-8084
GA,Miller,341.7,-8083
NC,Wayne,341.7,-8082
PA,Westmoreland,341.7,-8081
GA,Cherokee,341.8,-8080
IA,Dallas,341.8,-8079
KS,Lyon,341.8,-8078
WI,Manitowoc,341.8,-8077
TX,McMullen,341.8,-8076
AR,Pope,341.8,-8075
CA,Santa Barbara,341.8,-8074
UT,Tooele,341.8,-8073
MN,Carlton,341.9,-8072
AL,Coffee,341.9,-8071
WI,Juneau,341.9,-8070
TN,Lewis,341.9,-8069
CO,Logan,341.9,-8068
ME,Oxford,341.9,-8067
IA,Page,341.9,-8066
FL,Pinellas,341.9,-8065
ME,Piscataquis,341.9,-8064
OR,Union,341.9,-8063
MA,Berkshire,342.1,-8062
OH,Carroll,342.1,-8061
NM,Cibola,342.1,-8060
AL,Crenshaw,342.1,-8059
TX,Deaf Smith,342.1,-8058
TX,Lavaca,342.1,-8057
FL,Wakulla,342.1,-8056
FL,Bradford,342.2,-8055
IL,Douglas,342.2,-8054
NY,Essex,342.2,-8053
IL,Gallatin,342.2,-8052
MI,Gladwin,342.2,-8051
TN,Johnson,342.2,-8050
NJ,New Jersey,342.2,-8049
FL,Osceola,342.2,-8048
KY,Rockcastle,342.2,-8047
MD,Worcester,342.2,-8046
MN,Beltrami,342.3,-8045
OH,Cuyahoga,342.3,-8044
TX,Fort Bend,342.3,-8043
IA,Greene,342.3,-8042
WY,Johnson,342.3,-8041
FL,Lee,342.3,-8040
WV,Lewis,342.3,-8039
FL,Nassau,342.3,-8038
CA,San Diego,342.3,-8037
KY,Taylor,342.3,-8036
KY,Todd,342.3,-8035
IN,Wabash,342.3,-8034
NC,Cumberland,342.4,-8033
LA,East Baton Rouge Parish,342.4,-8032
MI,Ionia,342.4,-8031
MI,Kalkaska,342.4,-8030
IL,Kendall,342.4,-8029
TN,Marshall,342.4,-8028
SC,Orangeburg,342.4,-8027
IA,Plymouth,342.4,-8026
MO,Sullivan,342.4,-8025
GA,Treutlen,342.4,-8024
TX,Upshur,342.4,-8023
VA,Virginia Beach City,342.4,-8022
KY,Boyd,342.5,-8021
MO,Gasconade,342.5,-8020
IA,Hardin,342.5,-8019
OH,Licking,342.5,-8018
KY,Marshall,342.5,-8017
TX,Matagorda,342.5,-8016
TX,Midland,342.5,-8015
WI,Milwaukee,342.5,-8014
KY,Nelson,342.5,-8013
PA,Pennsylvania,342.5,-8012
NC,Richmond,342.5,-8011
ME,Somerset,342.5,-8010
NM,Union,342.5,-8009
WI,Washington,342.5,-8008
WV,Wayne,342.5,-8007
WV,Barbour,342.6,-8006
KS,Chase,342.6,-8005
IA,Cherokee,342.6,-8004
IA,Floyd,342.6,-8003
MT,Granite,342.6,-8002
MO,Jackson,342.6,-8001
OH,Jefferson,342.6,-8000
LA,Jefferson Parish,342.6,-7999
IN,Parke,342.6,-7998
VA,Pittsylvania,342.6,-7997
KY,Spencer,342.6,-7996
GA,Clay,342.7,-7995
MN,Clearwater,342.7,-7994
IL,Macon,342.7,-7993
MS,Monroe,342.7,-7992
TX,Tyler,342.7,-7991
TX,Upshur,342.7,-7990
WA,Walla Walla,342.7,-7989
NY,Wyoming,342.7,-7988
AK,Alaska,342.8,-7987
TX,Bell,342.8,-7986
VA,Bland,342.8,-7985
SD,Butte,342.8,-7984
OK,Cotton,342.8,-7983
IL,Marion,342.8,-7982
VA,Smyth,342.8,-7981
CA,Alameda,342.9,-7980
KS,Bourbon,342.9,-7979
KS,Butler,342.9,-7978
UT,Carbon,342.9,-7977
GA,Decatur,342.9,-7976
NC,Greene,342.9,-7975
VA,King William,342.9,-7974
IN,LaGrange,342.9,-7973
MO,Morgan,342.9,-7972
MI,Oakland,342.9,-7971
SC,Saluda,342.9,-7970
UT,Box Elder,343.1,-7969
NJ,Burlington,343.1,-7968
WY,Campbell,343.1,-7967
IN,Franklin,343.1,-7966
FL,Glades,343.1,-7965
OR,Jackson,343.1,-7964
KY,Marion,343.1,-7963
WA,Pend Oreille,343.1,-7962
MS,Pontotoc,343.1,-7961
RI,Providence,343.1,-7960
MS,Stone,343.1,-7959
ME,Aroostook,343.2,-7958
CA,Butte,343.2,-7957
CA,Calaveras,343.2,-7956
IL,Calhoun,343.2,-7955
PA,Cameron,343.2,-7954
MN,Carlton,343.2,-7953
TX,Comanche,343.2,-7952
MI,Montcalm,343.2,-7951
NC,Anson,343.3,-7950
NC,Burke,343.3,-7949
OH,Defiance,343.3,-7948
KS,Greeley,343.3,-7947
FL,Liberty,343.3,-7946
NY,Queens,343.3,-7945
TN,Rhea,343.3,-7944
MT,Teton,343.3,-7943
KS,Trego,343.3,-7942
NM,Valencia,343.3,-7941
AZ,Cochise,343.4,-7940
WV,Doddridge,343.4,-7939
CA,El Dorado,343.4,-7938
MI,Genesee,343.4,-7937
WV,Jefferson,343.4,-7936
MO,Laclede,343.4,-7935
OH,Lucas,343.4,-7934
CA,Madera,343.4,-7933
IL,St. Clair,343.4,-7932
NJ,Warren,343.4,-7931
CO,Weld,343.4,-7930
SD,Yankton,343.4,-7929
IL,Effingham,343.5,-7928
WV,Greenbrier,343.5,-7927
IL,Hancock,343.5,-7926
TX,Hardeman,343.5,-7925
TX,Irion,343.5,-7924
OR,Jefferson,343.5,-7923
NC,Jones,343.5,-7922
MI,Kalkaska,343.5,-7921
OH,Lake,343.5,-7920
TX,Loving,343.5,-7919
IL,Mason,343.5,-7918
IN,Pike,343.5,-7917
NJ,Salem,343.5,-7916
MO,Shannon,343.5,-7915
WA,Spokane,343.5,-7914
MO,St. Louis City,343.5,-7913
MO,Texas,343.5,-7912
IN,Tipton,343.5,-7911
NV,White Pine,343.5,-7910
NE,Butler,343.6,-7909
OK,Custer,343.6,-7908
MI,Eaton,343.6,-7907
NY,Erie,343.6,-7906
CT,Fairfield,343.6,-7905
UT,Kane,343.6,-7904
TN,Lincoln,343.6,-7903
OH,Madison,343.6,-7902
KY,Marion,343.6,-7901
NJ,Monmouth,343.6,-7900
KY,Muhlenberg,343.6,-7899
MT,Powder River,343.6,-7898
NC,Stokes,343.6,-7897
MT,Teton,343.6,-7896
CA,Tulare,343.6,-7895
NC,Wilson,343.6,-7894
MN,Aitkin,343.7,-7893
KS,Butler,343.7,-7892
WI,Calumet,343.7,-7891
IL,Kane,343.7,-7890
NY,Kings,343.7,-7889
NY,Kings,343.7,-7888
ND,Ransom,343.7,-7887
CA,San Diego,343.7,-7886
TN,Smith,343.7,-7885
TX,Waller,343.7,-7884
AL,Baldwin,343.8,-7883
NM,Bernalillo,343.8,-7882
TX,Blanco,343.8,-7881
NY,Chautauqua,343.8,-7880
OK,Custer,343.8,-7879
IN,Dubois,343.8,-7878
OH,Franklin,343.8,-7877
TX,Montgomery,343.8,-7876
TX,Yoakum,343.8,-7875
WY,Albany,343.9,-7874
TX,Bexar,343.9,-7873
MO,Camden,343.9,-7872
AR,Carroll,343.9,-7871
ID,Clark,343.9,-7870
FL,Indian River,343.9,-7869
IN,LaGrange,343.9,-7868
MI,Mason,343.9,-7867
PA,Northumberland,343.9,-7866
TX,Reagan,343.9,-7865
MS,Simpson,343.9,-7864
TX,Texas,343.9,-7863
CA,Tuolumne,343.9,-7862
KS,Bourbon,344.1,-7861
MO,Cape Girardeau,344.1,-7860
NE,Dawson,344.1,-7859
OH,Defiance,344.1,-7858
TX,Hunt,344.1,-7857
IL,Perry,344.1,-7856
TX,Refugio,344.1,-7855
NC,Robeson,344.1,-7854
NE,Thayer,344.1,-7853
GA,Atkinson,344.2,-7852
CO,Broomfield,344.2,-7851
NE,Colfax,344.2,-7850
NE,Custer,344.2,-7849
TX,Ellis,344.2,-7848
IN,Harrison,344.2,-7847
NE,Howard,344.2,-7846
TX,Jack,344.2,-7845
MS,Jefferson Davis,344.2,-7844
NY,Orange,344.2,-7843
TX,Waller,344.2,-7842
IA,Webster,344.2,-7841
ID,Ada,344.3,-7840
CA,Alameda,344.3,-7839
AZ,Apache,344.3,-7838
GA,Berrien,344.3,-7837
TX,Brewster,344.3,-7836
TX,Dallas,344.3,-7835
KS,Graham,344.3,-7834
NE,Lincoln,344.3,-7833
MI,Midland,344.3,-7832
NC,Nash,344.3,-7831
CA,Sacramento,344.3,-7830
VA,Albemarle,344.4,-7829
IL,Bond,344.4,-7828
KS,Cherokee,344.4,-7827
IL,Christian,344.4,-7826
HI,Hawaii,344.4,-7825
IA,Iowa,344.4,-7824
TX,Jackson,344.4,-7823
OH,Marion,344.4,-7822
WV,Summers,344.4,-7821
FL,Volusia,344.4,-7820
VA,Giles,344.5,-7819
NJ,Gloucester,344.5,-7818
NC,Guilford,344.5,-7817
MS,Mississippi,344.5,-7816
MI,Montcalm,344.5,-7815
KY,Ohio,344.5,-7814
PA,Pennsylvania,344.5,-7813
GA,Randolph,344.5,-7812
NC,Rockingham,344.5,-7811
FL,St. Johns,344.5,-7810
IA,Winneshiek,344.5,-7809
WV,Barbour,344.6,-7808
MO,Clay,344.6,-7807
NC,Forsyth,344.6,-7806
GA,Lanier,344.6,-7805
IN,Parke,344.6,-7804
TX,Parker,344.6,-7803
LA,Plaquemines Parish,344.6,-7802
NM,San Juan,344.6,-7801
TX,Shelby,344.6,-7800
LA,St. John the Baptist Parish,344.6,-7799
MN,Aitkin,344.7,-7798
SD,Butte,344.7,-7797
GA,Calhoun,344.7,-7796
IA,Cedar,344.7,-7795
NY,Genesee,344.7,-7794
CA,Humboldt,344.7,-7793
FL,Lee,344.7,-7792
WV,Mercer,344.7,-7791
PA,Monroe,344.7,-7790
AZ,Navajo,344.7,-7789
FL,Osceola,344.7,-7788
VA,Portsmouth City,344.7,-7787
OH,Preble,344.7,-7786
AL,St. Clair,344.7,-7785
GA,Tift,344.7,-7784
AR,Conway,344.8,-7783
VA,Essex,344.8,-7782
FL,Indian River,344.8,-7781
VA,Isle of Wight,344.8,-7780
LA,Jefferson Parish,344.8,-7779
TX,Jim Hogg,344.8,-7778
IL,Lake,344.8,-7777
IN,Posey,344.8,-7776
MO,Reynolds,344.8,-7775
UT,San Juan,344.8,-7774
NY,Tompkins,344.8,-7773
KS,Trego,344.8,-7772
KY,Fayette,344.9,-7771
TX,Foard,344.9,-7770
WA,Lewis,344.9,-7769
VA,Louisa,344.9,-7768
IL,Macon,344.9,-7767
ME,Piscataquis,344.9,-7766
NM,Santa Fe,344.9,-7765
NY,Seneca,344.9,-7764
CA,Ventura,344.9,-7763
KS,Brown,345.1,-7762
IA,Cedar,345.1,-7761
AL,Coosa,345.1,-7760
PA,Elk,345.1,-7759
VA,Lexington City,345.1,-7758
NJ,Middlesex,345.1,-7757
RI,Newport,345.1,-7756
OK,Pawnee,345.1,-7755
OK,Roger Mills,345.1,-7754
AK,Southeast Fairbanks,345.1,-7753
NE,Arthur,345.2,-7752
PA,Cumberland,345.2,-7751
IL,Effingham,345.2,-7750
KS,Jewell,345.2,-7749
SC,Kershaw,345.2,-7748
TX,Loving,345.2,-7747
ID,Minidoka,345.2,-7746
CA,Plumas,345.2,-7745
NY,Richmond,345.2,-7744
KY,Spencer,345.2,-7743
AL,Tallapoosa,345.2,-7742
MO,Caldwell,345.3,-7741
IL,Champaign,345.3,-7740
MO,Daviess,345.3,-7739
MO,Gasconade,345.3,-7738
VA,Prince William,345.3,-7737
WA,Chelan,345.4,-7736
TX,Coryell,345.4,-7735
NC,Davidson,345.4,-7734
KY,Elliott,345.4,-7733
CT,Tolland,345.4,-7732
IN,Union,345.4,-7731
UT,Wasatch,345.4,-7730
NM,Bernalillo,345.5,-7729
OK,Caddo,345.5,-7728
NY,Erie,345.5,-7727
WI,Iowa,345.5,-7726
NE,Otoe,345.5,-7725
TX,Parmer,345.5,-7724
WI,Richland,345.5,-7723
ME,Aroostook,345.6,-7722
PA,Bedford,345.6,-7721
TX,Blanco,345.6,-7720
LA,Caddo Parish,345.6,-7719
UT,Carbon,345.6,-7718
TX,Coryell,345.6,-7717
TX,Eastland,345.6,-7716
GA,Gilmer,345.6,-7715
OH,Preble,345.6,-7714
NE,Red Willow,345.6,-7713
OH,Summit,345.6,-7712
TX,Swisher,345.6,-7711
SD,Todd,345.6,-7710
TX,Ward,345.6,-7709
GA,White,345.6,-7708
NC,Greene,345.7,-7707
IL,Hancock,345.7,-7706
OH,Madison,345.7,-7705
WI,Monroe,345.7,-7704
MI,Oakland,345.7,-7703
MA,Plymouth,345.7,-7702
SC,South Carolina,345.7,-7701
LA,Webster Parish,345.7,-7700
ID,Bingham,345.8,-7699
FL,Charlotte,345.8,-7698
OH,Geauga,345.8,-7697
FL,Monroe,345.8,-7696
MI,Otsego,345.8,-7695
IL,Schuyler,345.8,-7694
IL,Union,345.8,-7693
MI,Bay,345.9,-7692
MN,Brown,345.9,-7691
SD,Campbell,345.9,-7690
OR,Curry,345.9,-7689
MT,Deer Lodge,345.9,-7688
VA,Fluvanna,345.9,-7687
TN,Gibson,345.9,-7686
SC,Greenwood,345.9,-7685
FL,Nassau,345.9,-7684
TN,Robertson,345.9,-7683
MI,Washtenaw,345.9,-7682
PA,Wyoming,345.9,-7681
MO,Cape Girardeau,346.1,-7680
VA,Clarke,346.1,-7679
MI,Gladwin,346.1,-7678
WI,Green,346.1,-7677
OR,Jefferson,346.1,-7676
TX,Jim Hogg,346.1,-7675
MI,Newaygo,346.1,-7674
TN,Rhea,346.1,-7673
ND,Steele,346.1,-7672
MS,Sunflower,346.1,-7671
SD,Yankton,346.1,-7670
CA,Inyo,346.2,-7669
LA,La Salle Parish,346.2,-7668
OH,Summit,346.2,-7667
IL,Will,346.2,-7666
NC,Wilson,346.2,-7665
TX,Wilson,346.2,-7664
VA,Buckingham,346.3,-7663
TX,Denton,346.3,-7662
GA,Haralson,346.3,-7661
OH,Montgomery,346.3,-7660
MD,Prince George's,346.3,-7659
AL,Washington,346.3,-7658
OH,Wyandot,346.3,-7657
OH,Cuyahoga,346.4,-7656
NC,Davidson,346.4,-7655
WA,Kitsap,346.4,-7654
ND,Mercer,346.4,-7653
TX,Briscoe,346.5,-7652
CA,Glenn,346.5,-7651
TX,Hill,346.5,-7650
AL,Morgan,346.5,-7649
WV,Ohio,346.5,-7648
TX,San Patricio,346.5,-7647
MO,Warren,346.5,-7646
MN,Winona,346.5,-7645
IN,Adams,346.6,-7644
GA,Bryan,346.6,-7643
TX,Falls,346.6,-7642
GA,Lowndes,346.6,-7641
TN,Marshall,346.6,-7640
VA,Scott,346.6,-7639
CO,Teller,346.6,-7638
MO,Benton,346.7,-7637
IL,Cumberland,346.7,-7636
TX,Goliad,346.7,-7635
SD,Hanson,346.7,-7634
IA,Howard,346.7,-7633
SC,Lee,346.7,-7632
TN,Lincoln,346.7,-7631
WY,Park,346.7,-7630
PA,Perry,346.7,-7629
AZ,Santa Cruz,346.7,-7628
FL,Volusia,346.7,-7627
TX,Winkler,346.7,-7626
KY,Boyd,346.8,-7625
CA,Butte,346.8,-7624
CA,Calaveras,346.8,-7623
AZ,Gila,346.8,-7622
NM,Harding,346.8,-7621
NE,Johnson,346.8,-7620
OH,Morgan,346.8,-7619
OH,Noble,346.8,-7618
WI,Ozaukee,346.8,-7617
IA,Page,346.8,-7616
AR,Perry,346.8,-7615
GA,Ware,346.8,-7614
NE,Arthur,346.9,-7613
NY,Dutchess,346.9,-7612
NC,Sampson,346.9,-7611
MN,Wadena,346.9,-7610
MO,Wright,346.9,-7609
KS,Coffey,347.1,-7608
CA,El Dorado,347.1,-7607
MA,Essex,347.1,-7606
SC,Fairfield,347.1,-7605
KS,Phillips,347.1,-7604
IN,Pike,347.1,-7603
AR,Pope,347.1,-7602
MS,Rankin,347.1,-7601
OK,Washington,347.1,-7600
OH,Ashland,347.2,-7599
GA,Forsyth,347.2,-7598
TX,Hill,347.2,-7597
SC,Jasper,347.2,-7596
TX,Lipscomb,347.2,-7595
IL,Mason,347.2,-7594
GA,Toombs,347.2,-7593
AZ,Yuma,347.2,-7592
LA,Allen Parish,347.3,-7591
AS,American Samoa,347.3,-7590
AS,American Samoa,347.3,-7589
SC,Calhoun,347.3,-7588
VA,Colonial Heights City,347.3,-7587
NE,Furnas,347.3,-7586
MO,Greene,347.3,-7585
CO,Pueblo,347.3,-7584
MI,Saginaw,347.3,-7583
IL,Winnebago,347.3,-7582
TX,Zapata,347.3,-7581
VA,Augusta,347.4,-7580
MS,Benton,347.4,-7579
TX,Crane,347.4,-7578
SC,Dillon,347.4,-7577
NC,Forsyth,347.4,-7576
KS,Geary,347.4,-7575
IL,Grundy,347.4,-7574
CA,Kern,347.4,-7573
NV,Lander,347.4,-7572
IA,Madison,347.4,-7571
CA,Mono,347.4,-7570
MS,Monroe,347.4,-7569
WI,Ozaukee,347.4,-7568
MT,Powder River,347.4,-7567
AR,Sebastian,347.4,-7566
WI,Adams,347.5,-7565
IL,Christian,347.5,-7564
MS,Clay,347.5,-7563
GA,Georgia,347.5,-7562
ID,Gooding,347.5,-7561
IA,Howard,347.5,-7560
MS,Lowndes,347.5,-7559
AR,Miller,347.5,-7558
MO,Oregon,347.5,-7557
ME,Oxford,347.5,-7556
FL,Santa Rosa,347.5,-7555
NC,Swain,347.5,-7554
UT,Weber,347.5,-7553
ID,Ada,347.6,-7552
AR,Crawford,347.6,-7551
IN,Dubois,347.6,-7550
ID,Elmore,347.6,-7549
SC,Jasper,347.6,-7548
OH,Knox,347.6,-7547
OH,Medina,347.6,-7546
IL,Randolph,347.6,-7545
TX,Titus,347.6,-7544
OK,Tulsa,347.6,-7543
SC,Beaufort,347.7,-7542
NC,Bertie,347.7,-7541
SC,Chesterfield,347.7,-7540
CO,Crowley,347.7,-7539
FL,Duval,347.7,-7538
UT,Iron,347.7,-7537
CO,La Plata,347.7,-7536
ID,Madison,347.7,-7535
TX,Menard,347.7,-7534
IN,Owen,347.7,-7533
ND,Ransom,347.7,-7532
MO,Sullivan,347.7,-7531
LA,Union Parish,347.7,-7530
OK,Washington,347.7,-7529
IA,Webster,347.7,-7528
MN,Big Stone,347.8,-7527
IA,Butler,347.8,-7526
KS,Cheyenne,347.8,-7525
GA,Clinch,347.8,-7524
AR,Dallas,347.8,-7523
OK,Dewey,347.8,-7522
NY,Erie,347.8,-7521
TX,Garza,347.8,-7520
MO,Greene,347.8,-7519
FL,Levy,347.8,-7518
TN,Montgomery,347.8,-7517
IL,Perry,347.8,-7516
MO,St. Clair,347.8,-7515
MD,Talbot,347.8,-7514
IL,Union,347.8,-7513
IN,Warrick,347.8,-7512
NC,Wayne,347.8,-7511
AK,Aleutians West,347.9,-7510
GA,Bartow,347.9,-7509
PA,Bucks,347.9,-7508
MO,Chariton,347.9,-7507
PA,Delaware,347.9,-7506
TX,Ellis,347.9,-7505
SC,Georgetown,347.9,-7504
FL,Hillsborough,347.9,-7503
DE,Kent,347.9,-7502
SC,Oconee,347.9,-7501
IL,Schuyler,347.9,-7500
NC,Tyrrell,347.9,-7499
UT,Utah,347.9,-7498
CA,Butte,348.1,-7497
MN,Itasca,348.1,-7496
MO,Laclede,348.1,-7495
NM,Lea,348.1,-7494
MI,Marquette,348.1,-7493
FL,Okaloosa,348.1,-7492
MO,Dent,348.2,-7491
PA,Elk,348.2,-7490
HI,Hawaii,348.2,-7489
KS,Jefferson,348.2,-7488
FL,Lafayette,348.2,-7487
IA,Marshall,348.2,-7486
NY,Oneida,348.2,-7485
OH,Washington,348.2,-7484
OH,Carroll,348.3,-7483
OH,Clermont,348.3,-7482
GA,Cobb,348.3,-7481
GA,Fannin,348.3,-7480
AR,Faulkner,348.3,-7479
AR,Grant,348.3,-7478
NM,Grant,348.3,-7477
TX,Grayson,348.3,-7476
WV,Greenbrier,348.3,-7475
MT,Mineral,348.3,-7474
NC,Stanly,348.3,-7473
KY,Union,348.3,-7472
IA,Winneshiek,348.3,-7471
WV,Wyoming,348.3,-7470
IA,Clarke,348.4,-7469
PA,Cumberland,348.4,-7468
TN,DeKalb,348.4,-7467
NC,Guilford,348.4,-7466
SC,Horry,348.4,-7465
WA,Kittitas,348.4,-7464
OH,Lorain,348.4,-7463
WI,Pierce,348.4,-7462
WA,Skamania,348.4,-7461
WA,Snohomish,348.4,-7460
FL,Suwannee,348.4,-7459
CA,Tuolumne,348.4,-7458
MN,Wadena,348.4,-7457
KY,Washington,348.4,-7456
WV,Wayne,348.4,-7455
ID,Bonneville,348.5,-7454
IN,Elkhart,348.5,-7453
GA,Laurens,348.5,-7452
TN,Putnam,348.5,-7451
IL,Whiteside,348.5,-7450
MO,Chariton,348.6,-7449
AL,Covington,348.6,-7448
GA,Georgia,348.6,-7447
MT,Glacier,348.6,-7446
LA,Iberville Parish,348.6,-7445
TX,Lee,348.6,-7444
MT,Petroleum,348.6,-7443
NC,Robeson,348.6,-7442
MN,Winona,348.6,-7441
MO,Cass,348.7,-7440
WV,Doddridge,348.7,-7439
NC,Halifax,348.7,-7438
MN,Houston,348.7,-7437
WV,Lincoln,348.7,-7436
ND,North Dakota,348.7,-7435
WA,Pend Oreille,348.7,-7434
MS,Quitman,348.7,-7433
CA,San Luis Obispo,348.7,-7432
GA,Telfair,348.7,-7431
MS,Yazoo,348.7,-7430
VA,Augusta,348.8,-7429
CA,Butte,348.8,-7428
CO,Crowley,348.8,-7427
NM,Curry,348.8,-7426
OR,Douglas,348.8,-7425
GA,Effingham,348.8,-7424
TN,Gibson,348.8,-7423
HI,Honolulu,348.8,-7422
VA,Radford City,348.8,-7421
NY,Tompkins,348.8,-7420
MT,Cascade,348.9,-7419
NC,Franklin,348.9,-7418
TX,Gonzales,348.9,-7417
UT,Grand,348.9,-7416
VA,Hopewell City,348.9,-7415
IN,Randolph,348.9,-7414
VA,Bath,349.1,-7413
NH,Coos,349.1,-7412
DE,Delaware,349.1,-7411
VA,Franklin,349.1,-7410
TX,Freestone,349.1,-7409
OH,Knox,349.1,-7408
TX,Matagorda,349.1,-7407
CA,Mono,349.1,-7406
MT,Powder River,349.1,-7405
IL,St. Clair,349.1,-7404
OH,Summit,349.1,-7403
OK,Wagoner,349.1,-7402
WA,Whitman,349.1,-7401
GA,Bacon,349.2,-7400
PA,Butler,349.2,-7399
PA,Butler,349.2,-7398
IA,Cedar,349.2,-7397
GA,Chatham,349.2,-7396
IA,Dallas,349.2,-7395
FL,DeSoto,349.2,-7394
TX,Guadalupe,349.2,-7393
TN,Hamilton,349.2,-7392
TX,Houston,349.2,-7391
NE,Kimball,349.2,-7390
NY,Niagara,349.2,-7389
TX,Pecos,349.2,-7388
FL,Polk,349.2,-7387
KS,Seward,349.2,-7386
ID,Shoshone,349.2,-7385
LA,St. John the Baptist Parish,349.2,-7384
MT,Teton,349.2,-7383
KY,Todd,349.2,-7382
IN,Union,349.2,-7381
OK,Wagoner,349.2,-7380
CO,Alamosa,349.3,-7379
NE,Butler,349.3,-7378
MI,Huron,349.3,-7377
TX,Texas,349.3,-7376
OR,Wallowa,349.3,-7375
NC,Beaufort,349.4,-7374
WV,Braxton,349.4,-7373
MO,Caldwell,349.4,-7372
HI,Hawaii,349.4,-7371
KY,Larue,349.4,-7370
MI,Marquette,349.4,-7369
AZ,Mohave,349.4,-7368
IA,O'Brien,349.4,-7367
MO,Oregon,349.4,-7366
KS,Osborne,349.4,-7365
TX,Somervell,349.4,-7364
TN,Sumner,349.4,-7363
MT,Wibaux,349.4,-7362
TX,Atascosa,349.5,-7361
NC,Camden,349.5,-7360
NE,Cass,349.5,-7359
IL,Fulton,349.5,-7358
OR,Gilliam,349.5,-7357
NE,Gosper,349.5,-7356
TN,Hickman,349.5,-7355
OR,Jefferson,349.5,-7354
FL,Lafayette,349.5,-7353
GA,Meriwether,349.5,-7352
NY,Niagara,349.5,-7351
MO,Nodaway,349.5,-7350
NE,Perkins,349.5,-7349
NE,Thurston,349.5,-7348
TX,Caldwell,349.6,-7347
KY,Carter,349.6,-7346
WA,Clark,349.6,-7345
TX,Crockett,349.6,-7344
IL,Cumberland,349.6,-7343
AR,Faulkner,349.6,-7342
NE,Gage,349.6,-7341
CA,Glenn,349.6,-7340
OR,Harney,349.6,-7339
MS,Hinds,349.6,-7338
MI,Huron,349.6,-7337
GA,Jefferson,349.6,-7336
OH,Knox,349.6,-7335
WI,Milwaukee,349.6,-7334
NY,Putnam,349.6,-7333
KS,Rooks,349.6,-7332
OR,Umatilla,349.6,-7331
TX,Wise,349.6,-7330
MT,Cascade,349.7,-7329
KY,Hardin,349.7,-7328
OK,Harmon,349.7,-7327
MT,Jefferson,349.7,-7326
MI,Menominee,349.7,-7325
OR,Morrow,349.7,-7324
KY,Oldham,349.7,-7323
NC,Pender,349.7,-7322
KS,Pratt,349.7,-7321
OH,Putnam,349.7,-7320
TN,Smith,349.7,-7319
CA,Solano,349.7,-7318
IL,Will,349.7,-7317
GA,Atkinson,349.8,-7316
NC,Currituck,349.8,-7315
GA,Glynn,349.8,-7314
TX,Jasper,349.8,-7313
NC,Person,349.8,-7312
NE,Seward,349.8,-7311
PA,Warren,349.8,-7310
AR,Baxter,349.9,-7309
IA,Dallas,349.9,-7308
GA,Irwin,349.9,-7307
AZ,Pima,349.9,-7306
TX,Terrell,349.9,-7305
CA,Tuolumne,349.9,-7304
SC,Union,349.9,-7303
NC,Catawba,350.1,-7302
TN,Haywood,350.1,-7301
CA,Imperial,350.1,-7300
AL,Mobile,350.1,-7299
PA,Northampton,350.1,-7298
GA,Pulaski,350.1,-7297
VA,Russell,350.1,-7296
NE,Saline,350.1,-7295
MO,St. Clair,350.1,-7294
NJ,Sussex,350.1,-7293
ND,Towner,350.1,-7292
WA,Whitman,350.1,-7291
VA,Amherst,350.2,-7290
PR,Arroyo Municipio,350.2,-7289
IN,Boone,350.2,-7288
MA,Dukes,350.2,-7287
HI,Kauai,350.2,-7286
MA,Nantucket,350.2,-7285
VA,Portsmouth City,350.2,-7284
